datetime,temperature_dht,humidity_dht,temperature_bme,humidity_bme,pressure
2024-12-06 23:12:55,23.2,34.2,22.62,34.98,882.58
2024-12-06 23:13:55,23.1,34.1,22.66,34.82,882.55
2024-12-06 23:14:56,21.9,34.8,22.65,34.5,882.56
2024-12-06 23:15:56,22.3,35.0,22.63,34.56,882.54
2024-12-06 23:16:57,22.9,35.0,22.64,34.67,882.52
2024-12-06 23:17:57,22.2,33.9,22.66,34.75,882.58
2024-12-06 23:18:58,23.2,34.0,22.63,34.48,882.57
2024-12-06 23:19:59,22.9,34.0,22.63,34.38,882.56
2024-12-06 23:20:59,22.2,35.3,22.63,34.47,882.51
2024-12-06 23:21:59,22.0,35.4,22.6,34.58,882.6
2024-12-06 23:22:00,23.5,34.0,22.61,34.59,882.59
2024-12-06 23:23:00,22.5,35.2,22.6,34.5,882.55
2024-12-06 23:23:00,23.1,35.4,22.6,34.5,882.55
2024-12-06 23:24:00,23.1,34.6,22.6,34.53,882.57
2024-12-06 23:25:01,22.1,34.1,22.62,34.42,882.63
2024-12-06 23:26:09,23.4,33.6,22.63,34.27,882.61
2024-12-06 23:27:09,23.2,35.0,22.63,34.28,882.56
2024-12-06 23:28:09,23.0,34.9,22.58,34.39,882.6
2024-12-06 23:29:10,22.5,34.7,22.59,34.4,882.58
2024-12-06 23:30:11,23.1,33.7,22.59,34.45,882.56
2024-12-06 23:31:11,21.7,33.4,22.58,34.29,882.52
2024-12-06 23:32:12,23.3,34.9,22.59,34.36,882.48
2024-12-06 23:33:12,21.9,33.8,22.6,34.26,882.52
2024-12-06 23:34:13,21.9,34.0,22.6,34.3,882.5
2024-12-06 23:35:13,21.9,34.9,22.59,34.2,882.45
2024-12-06 23:36:14,21.8,33.5,22.59,34.32,882.51
2024-12-06 23:37:14,21.7,33.6,22.6,34.2,882.54
2024-12-06 23:38:15,22.0,33.4,22.59,34.18,882.51
2024-12-06 23:39:16,21.8,34.4,22.61,34.12,882.57
2024-12-06 23:40:16,23.3,33.3,22.62,34.1,882.61
2024-12-06 23:41:17,23.2,34.9,22.61,34.09,882.54
2024-12-06 23:42:17,22.9,33.5,22.59,34.06,882.54
2024-12-06 23:43:18,23.2,33.2,22.61,34.04,882.56
2024-12-06 23:44:18,22.3,34.1,22.59,33.99,882.66
2024-12-06 23:45:19,22.0,33.9,22.63,33.72,882.59
2024-12-06 23:46:19,23.6,33.2,22.67,33.73,882.62
2024-12-06 23:47:20,23.1,33.6,22.64,33.85,882.58
2024-12-06 23:48:19,21.9,33.1,22.65,33.96,882.68
2024-12-06 23:49:20,21.9,34.8,22.64,34.04,882.71
2024-12-06 23:50:20,22.7,34.6,22.61,34.01,882.7
2024-12-06 23:51:21,22.7,34.7,22.61,33.96,882.7
2024-12-06 23:52:21,22.0,34.3,22.6,33.97,882.69
2024-12-06 23:53:22,22.9,34.1,22.61,33.77,882.7
2024-12-06 23:54:22,22.1,33.7,22.61,34.2,882.77
2024-12-06 23:55:23,22.9,34.4,22.59,34.79,882.74
2024-12-06 23:56:24,22.9,35.6,22.68,35.39,882.74
2024-12-06 23:57:24,23.2,35.3,22.83,35.5,882.66
2024-12-06 23:58:25,22.4,35.3,22.88,35.59,882.69
2024-12-06 23:59:25,22.5,36.0,22.91,35.62,882.67
2024-12-07 00:00:26,23.7,34.9,22.9,35.61,882.74
2024-12-07 00:01:26,23.2,35.1,22.91,35.62,882.65
2024-12-07 00:02:27,22.2,35.3,22.91,35.65,882.65
2024-12-07 00:03:27,22.7,35.8,22.94,35.59,882.63
2024-12-07 00:04:28,23.2,35.4,22.96,35.54,882.69
2024-12-07 00:05:28,23.6,35.9,22.98,35.52,882.71
2024-12-07 00:06:29,22.7,34.9,22.97,35.4,882.73
2024-12-07 00:07:29,22.8,35.6,22.95,35.39,882.67
2024-12-07 00:08:36,22.2,34.5,23.02,35.3,882.64
2024-12-07 00:09:37,23.2,35.0,23.02,35.38,882.53
2024-12-07 00:10:37,22.8,35.4,23.03,35.23,882.57
2024-12-07 00:11:38,22.7,34.6,23.0,35.33,882.53
2024-12-07 00:12:38,23.5,35.6,23.02,35.33,882.56
2024-12-07 00:12:38,23.7,34.5,23.02,35.34,882.57
2024-12-07 00:13:39,22.8,34.6,22.99,35.33,882.57
2024-12-07 00:14:40,22.7,34.3,23.03,35.01,882.63
2024-12-07 00:15:40,22.3,34.3,23.05,34.89,882.53
2024-12-07 00:16:40,23.6,33.9,23.07,34.74,882.58
2024-12-07 00:17:41,23.7,34.5,23.06,34.68,882.62
2024-12-07 00:18:42,23.2,34.7,22.95,34.38,882.54
2024-12-07 00:19:42,23.9,34.6,23.0,34.49,882.53
2024-12-07 00:20:43,23.2,33.8,23.04,34.54,882.59
2024-12-07 00:21:43,23.2,34.1,23.03,34.87,882.52
2024-12-07 00:22:44,22.9,35.3,23.01,34.64,882.57
2024-12-07 00:23:44,23.5,34.2,23.22,33.85,882.56
2024-12-07 00:24:45,23.4,34.6,23.09,33.97,882.64
2024-12-07 00:25:45,22.5,33.4,23.1,33.82,882.68
2024-12-07 00:26:46,22.9,33.3,23.02,34.03,882.59
2024-12-07 00:27:46,23.4,35.0,22.94,34.22,882.66
2024-12-07 00:28:47,23.4,33.6,22.82,34.36,882.59
2024-12-07 00:29:47,22.2,34.7,23.08,33.97,882.57
2024-12-07 00:30:48,22.5,34.6,22.94,34.15,882.58
2024-12-07 00:31:48,22.1,34.5,22.87,34.01,882.51
2024-12-07 00:32:49,22.1,33.5,22.82,34.16,882.55
2024-12-07 00:33:49,23.6,33.7,22.76,34.22,882.46
2024-12-07 00:34:50,22.6,33.7,22.77,34.27,882.53
2024-12-07 00:35:50,23.1,33.8,22.8,34.21,882.51
2024-12-07 00:36:51,23.6,33.6,22.81,34.27,882.56
2024-12-07 00:37:51,22.4,35.0,22.91,34.17,882.5
2024-12-07 00:38:52,22.2,35.0,22.83,34.22,882.51
2024-12-07 00:39:52,22.2,33.7,22.87,34.38,882.49
2024-12-07 00:40:53,22.7,34.6,22.86,34.45,882.53
2024-12-07 00:41:53,22.6,35.2,22.83,34.46,882.47
2024-12-07 00:42:54,22.5,33.8,22.81,34.41,882.5
2024-12-07 00:43:54,23.4,35.1,22.77,34.47,882.44
2024-12-07 00:44:55,21.9,34.2,22.74,34.51,882.4
2024-12-07 00:45:55,23.6,35.1,22.75,34.54,882.41
2024-12-07 00:46:56,23.1,35.0,22.76,34.58,882.41
2024-12-07 00:47:56,22.0,34.9,22.76,34.66,882.46
2024-12-07 00:48:57,22.6,34.4,22.76,34.61,882.49
2024-12-07 00:49:58,22.5,35.0,22.79,34.6,882.5
2024-12-07 00:50:58,22.7,35.1,22.79,34.55,882.58
2024-12-07 00:51:59,23.6,35.2,22.78,34.6,882.53
2024-12-07 00:52:59,23.4,34.4,22.82,34.52,882.55
2024-12-07 00:53:00,23.3,34.3,22.82,34.54,882.52
2024-12-07 00:54:00,23.3,35.4,22.78,34.61,882.6
2024-12-07 00:55:00,22.6,34.3,22.75,34.74,882.62
2024-12-07 00:56:01,21.9,34.4,22.74,34.69,882.64
2024-12-07 00:57:01,22.2,34.1,22.72,34.72,882.69
2024-12-07 00:58:02,22.6,35.5,22.71,34.75,882.63
2024-12-07 00:59:03,22.9,35.3,22.82,34.97,882.73
2024-12-07 01:00:03,23.1,33.8,22.93,34.47,882.68
2024-12-07 01:01:04,23.3,33.6,22.83,34.33,882.59
2024-12-07 01:02:04,22.5,33.9,22.76,34.13,882.57
2024-12-07 01:03:05,22.4,34.7,22.74,34.15,882.69
2024-12-07 01:04:05,22.4,34.2,22.68,34.03,882.64
2024-12-07 01:05:06,21.9,34.5,22.67,34.31,882.67
2024-12-07 01:06:06,22.4,33.8,22.67,34.14,882.7
2024-12-07 01:07:07,23.6,34.0,22.77,33.84,882.73
2024-12-07 01:08:07,23.5,33.4,22.75,34.03,882.79
2024-12-07 01:09:08,22.3,34.9,22.7,34.09,882.78
2024-12-07 01:10:08,23.5,33.3,22.71,33.98,882.79
2024-12-07 01:11:09,23.3,34.6,22.67,34.06,882.76
2024-12-07 01:12:09,22.2,33.3,22.69,33.89,882.76
2024-12-07 01:13:10,22.6,34.4,22.76,33.85,882.759
2024-12-07 01:14:10,22.3,34.4,22.96,33.54,882.79
2024-12-07 01:15:11,22.6,33.4,23.0,33.54,882.83
2024-12-07 01:16:11,22.8,33.7,22.99,33.46,882.79
2024-12-07 01:17:12,22.2,33.3,22.85,33.65,882.78
2024-12-07 01:18:13,23.4,33.3,22.77,33.84,882.82
2024-12-07 01:19:13,22.5,34.6,22.72,33.93,882.83
2024-12-07 01:20:14,22.9,34.5,22.74,33.85,882.8
2024-12-07 01:21:14,23.0,34.1,22.74,33.88,882.82
2024-12-07 01:22:15,22.0,34.5,22.82,33.68,882.79
2024-12-07 01:23:15,23.5,34.0,22.8,33.74,882.78
2024-12-07 01:24:16,23.2,32.9,22.92,33.62,882.74
2024-12-07 01:25:16,23.6,32.8,22.85,33.57,882.83
2024-12-07 01:26:16,23.1,34.1,22.88,33.69,882.87
2024-12-07 01:27:17,22.7,32.7,22.92,33.54,882.81
2024-12-07 01:28:17,23.4,32.8,22.9,33.48,882.82
2024-12-07 01:29:18,22.2,34.1,22.71,33.64,882.85
2024-12-07 01:30:18,22.0,32.9,22.79,33.69,882.85
2024-12-07 01:31:19,22.2,32.6,22.95,33.37,882.83
2024-12-07 01:32:19,23.5,34.5,22.75,33.57,882.79
2024-12-07 01:33:20,23.3,34.3,22.82,33.47,882.79
2024-12-07 01:34:20,23.2,34.3,22.65,33.71,882.71
2024-12-07 01:35:21,23.0,34.3,22.63,33.72,882.73
2024-12-07 01:36:21,23.2,34.5,22.57,33.84,882.77
2024-12-07 01:37:22,22.7,33.6,22.55,33.8,882.83
2024-12-07 01:38:22,23.2,33.7,22.51,33.93,882.82
2024-12-07 01:39:23,22.9,34.5,22.43,34.14,882.82
2024-12-07 01:40:23,21.9,34.4,22.39,34.2,882.78
2024-12-07 01:41:24,21.8,34.7,22.37,34.15,882.83
2024-12-07 01:42:24,22.2,34.4,22.5,33.95,882.87
2024-12-07 01:43:25,21.9,33.3,22.65,33.93,882.72
2024-12-07 01:44:25,22.1,34.5,22.71,33.81,882.76
2024-12-07 01:45:26,22.1,33.2,22.96,33.6,882.77
2024-12-07 01:46:26,22.1,33.1,22.87,33.4,882.72
2024-12-07 01:47:27,23.5,34.2,22.79,33.57,882.74
2024-12-07 01:48:27,22.9,33.2,22.68,33.84,882.62
2024-12-07 01:49:28,21.8,34.4,22.64,33.81,882.68
2024-12-07 01:50:28,22.7,33.8,22.88,33.57,882.72
2024-12-07 01:51:29,22.7,34.0,22.82,33.79,882.65
2024-12-07 01:52:29,22.7,33.0,22.86,33.69,882.71
2024-12-07 01:53:30,22.5,33.1,22.91,33.58,882.67
2024-12-07 01:54:30,22.0,33.3,22.8,33.84,882.78
2024-12-07 01:55:31,23.7,33.7,22.83,33.86,882.8
2024-12-07 01:56:32,22.5,34.6,22.76,33.91,882.75
2024-12-07 01:57:32,22.3,33.3,22.84,33.98,882.87
2024-12-07 01:58:33,23.5,33.8,22.67,34.13,882.83
2024-12-07 01:59:33,23.4,33.4,22.58,34.27,882.84
2024-12-07 02:00:34,23.2,34.7,22.62,34.41,882.82
2024-12-07 02:01:34,22.1,35.1,22.79,34.36,882.8
2024-12-07 02:02:35,22.2,34.7,22.93,34.43,882.84
2024-12-07 02:03:35,22.4,34.5,22.94,33.89,882.8
2024-12-07 02:04:36,23.5,34.9,22.78,34.4,882.8
2024-12-07 02:05:36,22.3,34.0,22.95,34.37,882.8
2024-12-07 02:06:37,22.8,34.8,22.89,33.94,882.78
2024-12-07 02:07:37,22.2,33.7,22.75,34.32,882.79
2024-12-07 02:08:38,22.9,34.8,22.74,34.31,882.8
2024-12-07 02:09:38,23.3,33.9,22.92,34.07,882.79
2024-12-07 02:10:39,23.6,33.8,22.77,34.32,882.87
2024-12-07 02:11:39,22.9,34.8,22.78,34.28,882.86
2024-12-07 02:12:40,22.8,34.1,22.67,34.49,882.79
2024-12-07 02:13:40,23.1,34.4,22.76,34.55,882.78
2024-12-07 02:14:41,22.5,34.6,22.7,34.41,882.83
2024-12-07 02:15:41,23.0,34.1,22.79,34.51,882.8
2024-12-07 02:16:42,23.5,34.0,22.96,34.09,882.83
2024-12-07 02:17:42,22.7,34.7,22.88,34.13,882.85
2024-12-07 02:18:43,23.9,34.6,23.05,33.89,882.92
2024-12-07 02:19:43,23.5,34.6,22.96,33.99,882.85
2024-12-07 02:20:44,22.7,34.8,22.97,34.23,882.83
2024-12-07 02:21:44,22.6,34.4,23.03,33.99,882.77
2024-12-07 02:22:45,23.7,33.8,22.78,34.22,882.65
2024-12-07 02:23:45,22.2,34.9,22.86,34.02,882.69
2024-12-07 02:24:46,22.5,33.3,22.89,34.03,882.62
2024-12-07 02:25:46,23.5,33.1,22.99,33.9,882.6
2024-12-07 02:26:47,22.2,33.4,22.92,33.92,882.71
2024-12-07 02:27:47,23.5,33.2,22.87,33.76,882.75
2024-12-07 02:28:48,23.6,33.5,22.78,34.11,882.68
2024-12-07 02:29:48,22.2,33.4,22.87,33.97,882.75
2024-12-07 02:30:49,22.4,33.7,22.9,33.85,882.74
2024-12-07 02:31:49,22.2,34.8,22.77,33.97,882.74
2024-12-07 02:32:50,23.5,33.1,22.8,33.85,882.71
2024-12-07 02:33:50,22.3,33.4,22.98,33.8,882.66
2024-12-07 02:34:51,23.7,33.9,22.82,33.79,882.65
2024-12-07 02:35:51,22.3,34.3,22.93,33.56,882.64
2024-12-07 02:36:52,23.4,33.2,22.92,33.66,882.6
2024-12-07 02:37:52,22.7,32.6,23.29,32.99,882.68
2024-12-07 02:38:53,23.2,32.8,23.06,33.17,882.68
2024-12-07 02:39:53,23.1,33.1,22.96,33.45,882.72
2024-12-07 02:40:54,23.2,33.9,22.97,33.32,882.75
2024-12-07 02:41:54,23.9,32.2,23.18,33.03,882.8
2024-12-07 02:42:55,22.6,33.2,23.35,32.61,882.71
2024-12-07 02:43:55,23.9,33.3,23.13,32.93,882.78
2024-12-07 02:44:56,22.4,32.5,22.87,33.28,882.78
2024-12-07 02:45:56,22.2,33.5,23.04,33.05,882.75
2024-12-07 02:46:57,22.8,33.2,23.14,32.94,882.78
2024-12-07 02:47:57,23.2,32.5,23.08,32.94,882.72
2024-12-07 02:48:58,23.3,32.9,23.14,32.71,882.71
2024-12-07 02:49:58,24.0,32.3,23.18,32.54,882.69
2024-12-07 02:50:59,23.4,33.5,23.0,32.93,882.56
2024-12-07 02:51:59,22.6,32.2,23.19,32.74,882.57
2024-12-07 02:52:00,24.0,31.9,23.19,32.74,882.54
2024-12-07 02:53:00,22.5,32.8,23.15,32.59,882.61
2024-12-07 02:54:00,22.8,32.3,22.94,33.02,882.58
2024-12-07 02:55:01,23.5,32.3,22.98,32.93,882.59
2024-12-07 02:56:01,24.1,32.7,23.4,32.39,882.63
2024-12-07 02:57:02,22.9,32.6,23.32,32.29,882.61
2024-12-07 02:58:02,23.7,31.8,23.35,32.29,882.63
2024-12-07 02:59:03,22.9,31.7,23.45,32.21,882.7
2024-12-07 03:00:03,23.3,32.9,23.46,32.13,882.7
2024-12-07 03:01:04,22.8,32.6,23.16,32.32,882.68
2024-12-07 03:02:04,23.5,32.6,23.36,32.3,882.65
2024-12-07 03:03:06,22.9,32.8,23.3,32.25,882.67
2024-12-07 03:04:06,22.6,32.8,23.14,32.58,882.71
2024-12-07 03:05:07,22.7,32.4,23.12,32.53,882.63
2024-12-07 03:06:07,23.3,31.9,22.98,32.63,882.62
2024-12-07 03:07:07,23.4,31.5,22.97,32.37,882.68
2024-12-07 03:08:08,22.6,32.3,22.96,32.77,882.71
2024-12-07 03:09:08,22.4,33.1,23.23,32.43,882.65
2024-12-07 03:10:09,23.3,33.0,23.15,32.35,882.72
2024-12-07 03:11:09,23.0,32.0,23.12,32.11,882.79
2024-12-07 03:12:10,23.7,31.5,23.36,31.89,882.76
2024-12-07 03:13:10,22.6,32.8,23.21,31.92,882.81
2024-12-07 03:14:11,23.6,32.1,23.28,32.3,882.85
2024-12-07 03:15:11,23.0,31.8,23.38,32.1,882.84
2024-12-07 03:16:12,24.1,32.4,23.45,32.06,882.85
2024-12-07 03:17:12,22.3,32.7,23.2,32.32,882.82
2024-12-07 03:18:13,24.1,32.1,23.45,31.8,882.78
2024-12-07 03:19:12,23.9,31.7,23.33,31.89,882.89
2024-12-07 03:20:14,23.3,31.1,23.43,31.85,882.88
2024-12-07 03:21:13,23.6,32.7,23.22,32.22,882.91
2024-12-07 03:22:14,23.5,31.7,23.26,31.95,882.98
2024-12-07 03:23:14,22.9,32.5,23.22,32.03,882.93
2024-12-07 03:24:15,22.9,31.3,23.35,31.86,882.9
2024-12-07 03:25:15,22.7,32.8,23.43,31.97,882.99
2024-12-07 03:26:16,23.1,31.6,23.37,32.0,882.9
2024-12-07 03:27:16,23.8,31.3,23.4,31.76,882.92
2024-12-07 03:28:17,22.8,32.6,23.47,31.78,882.96
2024-12-07 03:29:17,23.5,31.7,23.09,32.06,882.95
2024-12-07 03:30:17,22.7,31.6,23.28,31.95,882.96
2024-12-07 03:31:18,22.6,30.9,23.29,31.47,882.97
2024-12-07 03:32:18,23.9,32.3,23.33,31.61,882.96
2024-12-07 03:33:19,23.0,32.1,23.68,31.36,882.95
2024-12-07 03:34:19,24.2,32.1,23.54,31.29,882.91
2024-12-07 03:35:20,22.5,30.9,23.37,31.47,882.99
2024-12-07 03:36:20,22.5,32.1,23.37,31.74,882.98
2024-12-07 03:37:21,23.5,31.2,23.27,31.89,882.97
2024-12-07 03:38:22,24.1,32.7,23.18,32.16,882.98
2024-12-07 03:39:22,22.5,31.6,23.14,31.71,882.97
2024-12-07 03:40:23,22.6,31.9,23.28,31.25,882.82
2024-12-07 03:41:23,23.2,30.2,23.71,30.94,882.91
2024-12-07 03:42:24,22.9,32.1,23.39,31.55,882.9
2024-12-07 03:43:24,23.5,32.4,23.18,31.56,882.9
2024-12-07 03:44:25,23.2,31.1,22.88,31.94,882.79
2024-12-07 03:45:25,23.4,32.0,22.78,31.77,882.84
2024-12-07 03:46:26,23.2,32.6,22.93,31.84,882.83
2024-12-07 03:47:27,23.3,32.5,22.76,31.88,882.91
2024-12-07 03:48:27,23.3,31.6,22.68,31.84,882.83
2024-12-07 03:49:28,23.4,31.7,22.79,32.03,882.9
2024-12-07 03:50:28,21.9,31.8,22.59,32.48,882.88
2024-12-07 03:51:29,23.0,32.5,22.66,32.03,882.82
2024-12-07 03:52:29,23.3,32.0,22.76,31.82,882.8
2024-12-07 03:53:30,23.1,31.2,22.62,31.88,882.79
2024-12-07 03:54:30,23.3,31.5,22.64,32.04,882.79
2024-12-07 03:55:31,23.5,32.5,22.74,31.68,882.8
2024-12-07 03:56:31,22.8,32.8,22.62,32.14,882.87
2024-12-07 03:57:32,22.2,31.5,22.5,31.87,882.87
2024-12-07 03:58:32,22.2,32.9,22.39,32.4,882.86
2024-12-07 03:59:33,23.1,31.8,22.53,32.07,882.86
2024-12-07 04:00:33,21.9,31.2,22.66,31.59,882.88
2024-12-07 04:01:34,23.3,32.1,22.62,31.78,882.92
2024-12-07 04:02:34,22.9,31.8,22.68,32.11,882.85
2024-12-07 04:03:35,22.4,31.6,23.09,31.21,882.85
2024-12-07 04:04:35,23.2,32.2,22.63,31.79,882.78
2024-12-07 04:05:36,21.8,31.0,22.51,31.87,882.77
2024-12-07 04:06:36,22.5,31.4,22.72,31.75,882.69
2024-12-07 04:07:37,22.3,31.4,22.8,32.03,882.78
2024-12-07 04:08:37,22.1,31.6,22.57,31.83,882.72
2024-12-07 04:09:37,22.9,31.0,22.66,31.66,882.69
2024-12-07 04:10:38,22.6,31.9,22.91,31.53,882.61
2024-12-07 04:11:38,23.2,31.1,22.73,31.87,882.68
2024-12-07 04:12:39,23.0,32.4,22.49,31.95,882.61
2024-12-07 04:13:39,22.8,31.0,22.53,31.86,882.69
2024-12-07 04:14:40,22.4,32.5,22.53,32.11,882.67
2024-12-07 04:15:40,22.8,31.7,22.61,31.98,882.7
2024-12-07 04:16:41,23.1,31.7,22.62,31.94,882.71
2024-12-07 04:17:41,22.2,32.5,22.64,32.18,882.72
2024-12-07 04:18:42,23.6,31.0,22.97,31.63,882.73
2024-12-07 04:19:42,22.2,31.3,22.77,31.82,882.71
2024-12-07 04:20:43,23.1,32.6,22.84,32.02,882.73
2024-12-07 04:21:43,22.2,31.2,22.78,32.0,882.73 #Start again here :)
2024-12-07 04:22:44,22.5,32.3,22.67,31.9,882.78
2024-12-07 04:23:45,22.9,31.4,22.79,31.95,882.85
2024-12-07 04:24:45,23.5,31.6,22.87,31.11,882.75
2024-12-07 04:25:46,23.4,32.2,22.78,31.66,882.76
2024-12-07 04:26:46,22.2,31.2,22.8,31.88,882.72
2024-12-07 04:27:46,23.2,32.3,22.72,31.85,882.83
2024-12-07 04:28:47,22.8,31.0,22.57,31.77,882.72
2024-12-07 04:29:47,22.6,31.4,22.42,32.13,882.77
2024-12-07 04:30:48,23.2,30.6,22.68,31.26,882.66
2024-12-07 04:31:49,23.0,32.3,22.73,31.61,882.71
2024-12-07 04:32:49,23.4,32.6,22.63,31.78,882.67
2024-12-07 04:33:50,23.0,31.4,22.84,31.83,882.68
2024-12-07 04:34:50,22.6,30.9,22.72,31.65,882.69
2024-12-07 04:35:51,22.9,32.6,22.58,31.76,882.63
2024-12-07 04:36:51,22.6,31.9,22.47,31.61,882.6
2024-12-07 04:37:51,21.9,31.4,22.61,31.9,882.62
2024-12-07 04:38:52,22.1,31.0,22.85,31.25,882.54
2024-12-07 04:39:52,22.9,30.7,22.65,31.23,882.59
2024-12-07 04:40:53,23.0,32.3,22.55,31.98,882.56
2024-12-07 04:41:53,22.9,32.0,22.76,31.73,882.62
2024-12-07 04:42:54,22.5,30.6,22.79,31.49,882.66
2024-12-07 04:43:55,22.1,31.6,22.91,31.48,882.65
2024-12-07 04:44:55,22.2,30.6,22.91,30.9,882.61
2024-12-07 04:45:56,22.4,31.7,22.75,31.33,882.68
2024-12-07 04:46:56,22.5,31.1,22.83,31.56,882.59
2024-12-07 04:47:57,22.5,30.7,22.73,31.06,882.66
2024-12-07 04:48:57,22.8,31.9,23.14,30.98,882.57
2024-12-07 04:49:57,23.2,30.7,22.92,31.24,882.68
2024-12-07 04:50:58,23.8,30.9,22.93,31.4,882.62
2024-12-07 04:51:58,22.7,31.3,23.14,31.13,882.68
2024-12-07 04:52:59,22.9,30.4,23.47,30.68,882.65
2024-12-07 04:53:59,22.8,31.2,23.13,31.06,882.64
2024-12-07 04:55:00,22.7,30.9,22.99,31.36,882.65
2024-12-07 04:56:00,22.7,31.7,22.96,31.43,882.66
2024-12-07 04:57:01,22.6,31.4,23.01,31.1,882.61
2024-12-07 04:58:01,22.4,31.2,22.87,31.01,882.65
2024-12-07 04:59:02,23.3,30.6,22.76,31.13,882.67
2024-12-07 05:00:02,22.2,32.4,22.54,31.54,882.66
2024-12-07 05:01:03,21.7,31.9,22.48,31.82,882.7
2024-12-07 05:02:03,22.4,31.1,22.68,31.45,882.67
2024-12-07 05:03:04,21.9,31.9,22.64,31.42,882.63
2024-12-07 05:04:04,21.9,31.4,22.43,31.8,882.7
2024-12-07 05:05:05,22.7,31.4,22.48,32.04,882.76
2024-12-07 05:06:05,22.8,32.4,22.47,31.84,882.74
2024-12-07 05:07:06,22.6,32.2,22.35,31.6,882.7
2024-12-07 05:08:07,22.0,32.7,22.29,32.25,882.82
2024-12-07 05:09:07,22.0,30.7,22.35,31.55,882.79
2024-12-07 05:10:08,22.0,31.5,22.46,31.69,882.7
2024-12-07 05:11:08,23.3,32.1,22.59,31.65,882.74
2024-12-07 05:12:09,22.5,30.8,22.35,31.42,882.73
2024-12-07 05:13:09,21.5,31.7,22.22,32.02,882.67
2024-12-07 05:14:10,22.4,31.5,22.29,31.96,882.72
2024-12-07 05:15:10,22.9,32.0,22.3,31.81,882.73
2024-12-07 05:16:11,23.0,31.8,22.51,31.48,882.66
2024-12-07 05:17:11,22.4,32.0,22.23,31.87,882.8
2024-12-07 05:18:11,23.1,31.2,22.19,31.78,882.74
2024-12-07 05:19:12,22.5,31.5,22.37,31.77,882.7
2024-12-07 05:20:13,21.8,31.7,22.62,31.31,882.79
2024-12-07 05:21:13,21.9,30.7,22.7,31.44,882.77
2024-12-07 05:22:14,22.4,30.5,22.57,31.21,882.82
2024-12-07 05:23:14,23.3,31.5,22.37,31.4,882.78
2024-12-07 05:24:15,22.5,31.4,22.25,31.69,882.79
2024-12-07 05:25:15,22.7,31.1,22.18,31.63,882.89
2024-12-07 05:26:16,22.8,30.8,22.33,31.52,882.97
2024-12-07 05:27:16,23.0,30.9,22.22,31.8,882.85
2024-12-07 05:28:17,22.4,31.5,22.16,32.13,882.91
2024-12-07 05:29:17,22.4,30.9,22.1,31.68,882.98
2024-12-07 05:30:18,21.5,32.0,22.18,31.74,882.94
2024-12-07 05:31:18,21.8,32.7,22.16,32.01,882.89
2024-12-07 05:32:19,23.0,31.7,22.25,32.15,882.88
2024-12-07 05:33:19,21.5,32.3,22.27,31.48,882.87
2024-12-07 05:34:19,22.7,31.5,22.23,31.69,882.95
2024-12-07 05:35:20,22.1,31.2,22.35,31.91,882.94
2024-12-07 05:36:20,22.5,31.2,22.32,31.55,883.0
2024-12-07 05:37:21,22.6,31.0,22.15,31.76,883.05
2024-12-07 05:38:22,21.5,31.6,22.0,31.8,883.02
2024-12-07 05:39:22,21.8,32.4,22.05,32.02,883.02
2024-12-07 05:40:23,23.0,30.9,22.22,31.57,883.01
2024-12-07 05:41:23,21.7,31.8,22.2,32.11,883.08
2024-12-07 05:42:24,21.9,31.1,22.28,31.81,883.05
2024-12-07 05:43:24,21.4,32.0,22.17,31.76,883.14
2024-12-07 05:44:25,21.6,31.1,22.12,31.51,883.07
2024-12-07 05:45:25,21.7,32.2,22.14,31.62,883.09
2024-12-07 05:46:26,21.4,30.9,22.17,31.55,882.95
2024-12-07 05:47:26,22.9,30.6,22.23,31.38,883.0
2024-12-07 05:48:27,22.3,30.4,22.35,31.12,883.03
2024-12-07 05:49:27,22.8,32.2,22.28,31.38,883.02
2024-12-07 05:50:28,22.7,30.9,22.23,31.4,883.01
2024-12-07 05:51:28,22.5,31.9,22.33,31.3,883.04
2024-12-07 05:52:29,23.0,30.7,22.41,31.26,883.08
2024-12-07 05:53:29,23.0,31.7,22.24,31.58,883.07
2024-12-07 05:54:30,22.1,31.0,22.24,31.87,883.12
2024-12-07 05:55:31,22.0,30.8,22.39,31.11,883.13
2024-12-07 05:56:31,22.8,30.6,22.24,31.18,883.13
2024-12-07 05:57:32,22.6,31.8,22.38,31.45,883.18
2024-12-07 05:58:32,22.0,31.9,22.37,31.12,883.24
2024-12-07 05:59:32,22.6,31.9,22.39,31.06,883.18
2024-12-07 06:00:33,21.4,31.0,22.16,31.18,883.23
2024-12-07 06:01:34,22.8,32.0,22.07,31.82,883.26
2024-12-07 06:02:35,22.1,30.6,22.41,31.31,883.35
2024-12-07 06:03:36,22.7,31.1,22.29,31.55,883.46
2024-12-07 06:04:36,23.1,30.1,22.53,30.83,883.41
2024-12-07 06:06:37,22.1,32.1,22.35,31.35,883.43
2024-12-07 06:07:37,21.9,31.1,22.38,30.93,883.39
2024-12-07 06:08:38,21.8,31.5,22.27,31.26,883.41
2024-12-07 06:09:38,21.5,30.6,22.12,31.4,883.43
2024-12-07 06:10:39,21.4,31.8,22.0,31.61,883.43
2024-12-07 06:11:39,21.6,32.7,21.96,31.83,883.47
2024-12-07 06:12:40,22.4,31.4,21.98,31.73,883.48
2024-12-07 06:13:40,22.2,32.5,22.01,31.69,883.55
